Artist,Track,Year,Chords
Toto,Rosanna,1982,"['G', 'G', 'F9', 'Em7', 'G', 'C', 'F', 'Eb', 'Dm7', 'Gm', 'F/A', 'Bb', 'Eb', 'Bb', 'F', 'Gm', 'F/A', 'Bb', 'Eb', 'Bb', 'F', 'Cm', 'Eb', 'Bb', 'F', 'Cm', 'Eb', 'Bb', 'F', 'Cm', 'Eb', 'Bb', 'F', 'Cm', 'Eb', 'Bb', 'F', 'G', 'F9', 'Em7', 'G', 'C', 'F', 'Eb', 'Dm7', 'Gm', 'F/A', 'Bb', 'Eb', 'Bb', 'F', 'Gm', 'F/A', 'Bb', 'Eb', 'Bb', 'F', 'Cm', 'Eb', 'Bb', 'F', 'Cm', 'Eb', 'Bb', 'F', 'Cm', 'Eb', 'Bb', 'F', 'Cm', 'Eb', 'Bb', 'F', 'Gm', 'F/A', 'Bb', 'Eb', 'Bb', 'F', 'Gm', 'F/A', 'Bb', 'Eb', 'Bb', 'F', 'Cm', 'Eb', 'Bb', 'F', 'Cm', 'Eb', 'Bb', 'F', 'Cm', 'Eb', 'Bb', 'F', 'Cm', 'Eb', 'Bb', 'F', 'Cm', 'Eb', 'Bb', 'F', 'Cm', 'Eb', 'Bb', 'F', 'Cm', 'Eb', 'Bb', 'F', 'Cm', 'Eb', 'Bb', 'F']"
Queen,Body Language,1982,"['C', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'C', 'C', 'Am', 'F', 'G', 'C', 'Am', 'F', 'G', 'Am', 'C', 'F', 'G', 'Am', 'C', 'F', 'G']"
John Cougar,Hurts So Good,1982,"['A', 'A1', 'Asus2', 'A2', 'A6', 'A3', 'A1', 'A2', 'A', 'A3', 'A1', 'A1', 'A2', 'A', 'A3', 'A', 'A', 'E', 'F#m', 'D', 'A', 'E', 'F#m', 'D', 'A', 'E', 'A', 'E', 'F#m', 'D', 'E', 'A', 'E', 'A', 'E', 'D', 'F#m', 'D', 'E', 'A1', 'A2', 'A', 'A3', 'A1', 'A1', 'A2', 'A', 'A3', 'A', 'A', 'E', 'A', 'E', 'D', 'F#m', 'D', 'E', 'D', 'A', 'D', 'F#m', 'A', 'D', 'E', 'A1', 'A2', 'A', 'A3', 'A1', 'A1', 'A2', 'A', 'A3', 'A']"
Soft Cell,Tainted Love,1982,"['Em', 'G', 'C', 'G', 'Em', 'G', 'C', 'G', 'Em', 'G', 'C', 'G', 'Em', 'G', 'C', 'G', 'Em', 'G', 'C', 'G', 'Em', 'G', 'C', 'G', 'Em', 'G', 'C', 'G', 'Em', 'G', 'C', 'G', 'Em', 'G', 'E', 'G', 'C', 'Am', 'A', 'Em', 'G', 'C', 'G', 'Em', 'G', 'C', 'G', 'Em', 'G', 'C', 'G', 'Em', 'G', 'C', 'G', 'Em', 'G', 'C', 'G', 'Em', 'G', 'Em', 'G', 'C', 'G', 'Em', 'G', 'C', 'G', 'Em', 'G', 'C', 'G', 'Em', 'G', 'E', 'G', 'C', 'Am', 'A', 'Em', 'G', 'C', 'G', 'Em', 'G', 'C', 'G', 'Em', 'G', 'C', 'G', 'Em', 'G', 'C', 'Em', 'G', 'C', 'G', 'Em', 'G', 'Em', 'G', 'C', 'G', 'Em', 'G', 'C', 'G', 'Em', 'G', 'C', 'G', 'Em', 'G', 'C', 'G', 'Em', 'G', 'C', 'G', 'Em', 'G', 'C', 'G', 'Em', 'G', 'C', 'G', 'Em', 'G', 'C', 'G']"
Franke & The Knockouts,Without You (Not Another Lonely Night),1982,"['B', 'D#m', 'E', 'F#6', 'G#sus4', 'Eadd9', 'B', 'D#m', 'E', 'F#6', 'G#sus4', 'Eadd9', 'B', 'D#m', 'E', 'F#6', 'G#sus4', 'Eadd9', 'B', 'D#m', 'E', 'F#6', 'G#sus4', 'Eadd9', 'B', 'Ebm', 'E', 'F#6', 'G#sus4', 'Eadd9', 'B', 'Ebm', 'E', 'F#6', 'G#sus4', 'Eadd9', 'B', 'Ebm', 'E', 'F#6', 'G#sus4', 'Eadd9', 'B', 'Ebm', 'E', 'F#6', 'G#sus4', 'Eadd9', 'B', 'Ebm', 'E', 'F#6', 'G#sus4', 'Eadd9', 'B', 'Ebm', 'E', 'F#6', 'G#sus4', 'Eadd9', 'G#m', 'F#6', 'G#sus4', 'Eadd9', 'B', 'Ebm', 'E', 'F#6', 'G#sus4', 'Eadd9', 'B', 'Ebm', 'E', 'F#6', 'G#sus4', 'Eadd9']"
Ronnie Milsap,Any Day Now,1982,"['F', 'Dm', 'Am', 'Bbmaj7', 'F/C', 'C#aug', 'C#', 'Bb', 'C', 'A/C#', 'Bbm', 'C#', 'F', 'Dm', 'F', 'Dm', 'F', 'Am', 'Bbmaj7', 'F/C', 'C#aug', 'Dm', 'C#', 'F', 'F', 'F', 'Am', 'Bbmaj7', 'F/C', 'C#aug', 'Dm', 'C#', 'F', 'F', 'Dm', 'Am', 'Bb', 'C', 'Dm', 'Am', 'Dm', 'Am', 'Dm', 'C', 'Bb', 'C', 'F', 'Am', 'Bbmaj7', 'F/C', 'C#aug', 'Dm', 'C#', 'F', 'F', 'Am', 'Bbmaj7', 'F/C', 'A/C#', 'Dm', 'Bbm', 'C#', 'F', 'F', 'Dm', 'F', 'Dm', 'F', 'Dm', 'F', 'Dm', 'F', 'Dm', 'F', 'Dm']"
Loverboy,When It's Over,1982,"['E', 'F#m', 'G#m', 'E', 'F#m', 'G#m', 'E', 'F#m', 'G#m', 'F#m', 'G#m', 'Am', 'F#m', 'G#m', 'F#m', 'E', 'F#m', 'G#m', 'E', 'F#m', 'G#m', 'F#m', 'G#m', 'Am', 'F#m', 'G#m', 'F#m', 'E', 'F#m', 'G#m', 'E', 'F#m', 'G#m', 'F#m', 'G#m', 'Am', 'F#m', 'G#m', 'F#m', 'E', 'E', 'F#m', 'G#m', 'E', 'F#m', 'G#m', 'F#m', 'G#m', 'Am', 'F#m', 'G#m', 'F#m', 'E', 'F#m', 'G#m', 'E', 'F#m', 'G#m', 'F#m', 'G#m', 'Am', 'F#m', 'G#m', 'F#m', 'E', 'F#m', 'G#m', 'E', 'F#m', 'G#m', 'F#m', 'G#m', 'Am', 'F#m', 'G#m', 'F#m', 'E', 'F#m', 'G#m', 'E', 'F#m', 'G#m', 'F#m', 'G#m', 'Am', 'F#m', 'G#m', 'F#m', 'E', 'F#m', 'G#m', 'E', 'F#m', 'G#m', 'F#m', 'G#m', 'Am', 'F#m', 'G#m', 'F#m', 'E', 'E', 'F#m', 'G#m', 'E', 'F#m', 'G#m', 'F#m', 'G#m', 'Am', 'F#m', 'G#m', 'F#m', 'E', 'F#m', 'G#m', 'E', 'F#m', 'G#m', 'F#m', 'G#m', 'Am', 'F#m', 'G#m', 'F#m', 'E', 'F#m', 'G#m', 'E', 'F#m', 'G#m', 'F#m', 'G#m', 'Am', 'F#m', 'G#m', 'F#m', 'E', 'F#m', 'G#m', 'E', 'F#m', 'G#m', 'F#m', 'G#m', 'Am', 'F#m', 'G#m', 'F#m', 'E', 'F#m', 'G#m', 'E', 'F#m', 'G#m', 'F#m', 'G#m', 'Am', 'F#m', 'G#m', 'F#m', 'E', 'E', 'F#m', 'G#m', 'E', 'F#m', 'G#m', 'F#m', 'G#m', 'Am', 'F#m', 'G#m', 'F#m', 'E', 'F#m', 'G#m', 'E', 'F#m', 'G#m', 'F#m', 'G#m', 'Am', 'F#m', 'G#m', 'Am', 'E', 'F#m', 'G#m', 'E', 'F#m', 'G#m', 'F#m', 'G#m', 'Am']"
The Motels,Only The Lonely,1982,"['F', 'Gm', 'Bb', 'C7', 'F', 'C7', 'F', 'F', 'Gm', 'C7', 'Bb', 'F', 'F', 'F7', 'Bb', 'G7', 'C7', 'F', 'Bb', 'C7', 'F', 'F', 'Gm', 'Bb', 'C7', 'F', 'C7', 'F', 'Bb', 'C7', 'F', 'F']"
Foreigner,Break It Up,1982,"['D', 'Bm', 'F#m', 'A', 'D', 'Bm', 'F#m', 'A', 'D', 'Bm', 'F#m', 'A', 'D', 'F#m', 'Bm', 'F#m', 'A', 'D', 'Bm', 'D', 'Bm', 'G', 'Bm', 'G', 'Bm', 'A', 'D', 'Bm', 'F#m', 'A', 'D', 'Bm', 'F#m', 'A', 'D', 'F#m', 'Bm', 'F#m', 'A', 'D', 'Bm', 'D', 'Bm', 'G', 'Bm', 'G', 'Bm', 'A']"
Aldo Nova,Fantasy,1982,"['Em7', 'Bm', 'Cmaj7', 'G7', 'A', 'B', 'Esus4', 'E', 'Esus2', 'E', 'Am', 'Bm9', 'Bm', 'C', 'D', 'C', 'D', 'Esus4', 'E', 'Am', 'Bm9', 'Bm', 'C', 'D', 'C', 'D', 'Bsus4', 'B', 'Em', 'F#m', 'G', 'F#m', 'Em', 'F#m', 'G', 'F#m', 'Em', 'F#m', 'G', 'A', 'B7sus4', 'B7', 'Am', 'Bm9', 'Bm', 'C', 'D', 'C', 'D', 'Esus4', 'E', 'Am', 'Bm9', 'Bm', 'C', 'D', 'C', 'D', 'Bsus4', 'B', 'Em', 'F#m', 'G', 'F#m', 'Em', 'F#m', 'G', 'F#m', 'Em', 'F#m', 'G', 'A', 'B7sus4', 'B7', 'Em7', 'Am7', 'D', 'D/G', 'Bm7', 'C', 'Am', 'Bbo7', 'B', 'Bm7', 'F#m7', 'Gmaj7', 'D', 'E', 'F#', 'Bsus4', 'B', 'A', 'B7sus4', 'B7', 'Em7', 'Am7', 'D', 'D/G', 'Bm7', 'C', 'Am', 'Bbo7', 'B7sus4', 'B7', 'Em7', 'Am7', 'D', 'D/G', 'Bm7', 'C', 'Am', 'Bbo7', 'B7', 'Bsus4/F#', 'B/E', 'D7', 'Gm7', 'Cm7', 'F', 'F/Bb', 'Dm7', 'Eb', 'Cm', 'Dbo7', 'D7sus4', 'G/C', 'Bb', 'Eb', 'D7', 'Gm7', 'Cm7', 'F', 'F/Bb', 'Dm7', 'Eb', 'Cm', 'Dbo7', 'D7sus4', 'G/C', 'Bb', 'Eb', 'D7', 'Gm7', 'Cm7', 'F', 'F/Bb', 'Dm7', 'Eb', 'Cm', 'Dbo7', 'D7sus4', 'D7', 'Eb', 'D7', 'Gm7', 'Cm7', 'F', 'F/Bb', 'Dm7', 'F', 'Cm', 'Dbo7', 'D7sus4', 'G/C', 'Bb', 'Eb', 'D7', 'Gm7', 'Cm7', 'F', 'F/Bb', 'Dm7', 'Eb', 'Cm', 'Dbo7', 'D7sus4', 'G/C', 'Bb', 'Eb', 'D7', 'Gm7', 'Cm7', 'F', 'F/Bb', 'Dm7', 'Eb', 'Cm', 'Dbo7', 'D7sus4', 'G/C', 'Bb', 'Eb', 'D7', 'Gm7', 'Cm7', 'F', 'F/Bb', 'Dm7', 'Eb', 'Cm', 'Dbo7', 'D7sus4', 'G/C', 'Bb', 'Eb', 'D7']"
Journey,Still They Ride,1982,"['C', 'G/B', 'Am', 'G', 'F', 'C/E', 'Eb', 'Dm', 'C', 'G/B', 'Am', 'G', 'F', 'C/E', 'C/E', 'Eb', 'Dm', 'C', 'G/B', 'Am', 'G', 'F', 'C/E', 'G', 'Am7', 'Em7', 'Em7', 'Eb', 'Dm', 'Dm', 'G/B', 'Am', 'Fmaj7', 'Em7', 'Em7', 'Eb', 'Dm', 'B', 'C', 'G/B', 'Am', 'G', 'F', 'C/E', 'G', 'Am7', 'Em7', 'Em7', 'Eb', 'Dm', 'Dm', 'G/B', 'C', 'G/B', 'Am', 'G', 'F', 'C/E', 'G', 'Am7', 'Em7', 'Em7', 'Eb', 'Dm', 'G/B', 'Am', 'G', 'Am7', 'Em7', 'Em7', 'Eb', 'Dm', 'Dm', 'G/B', 'C', 'Fmaj7', 'Em7', 'Em7', 'Eb', 'Dm', 'B', 'Am7']"
Karla Bonoff,Personally,1982,"['C', 'Em', 'F', 'Ab', 'G', 'C', 'Em', 'F', 'Ab', 'G', 'F', 'C', 'C', 'Em', 'F', 'Fm', 'C', 'Em', 'F', 'Fm', 'C', 'Em', 'F', 'Fm', 'C', 'Em', 'F', 'Ab', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'Em', 'F', 'Fm', 'C', 'Em', 'F', 'Fm', 'C', 'Em', 'F', 'Fm', 'C', 'Em', 'F', 'Ab', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'Em', 'F', 'Fm', 'C', 'Em', 'F', 'Fm', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'F']"
Stevie Wonder,Do I Do,1982,"['Cmaj9', 'F13', 'Dm7/G', 'Cmaj9', 'F13', 'Dm7/G', 'Cmaj9', 'F13', 'Dm7/G', 'G/A', 'C/D', 'Em7', 'G/D', 'C/D', 'Em7', 'G/A', 'C/D', 'D#/G', 'C#/G', 'Cmaj7', 'F13', 'Dm7/G', 'Cmaj9', 'F13', 'Dm7/G', 'Cmaj9', 'F13', 'Dm7/G', 'G/A', 'C/D', 'Em7', 'G/D', 'C/D', 'Em7', 'G/A', 'C/D', 'D#/G', 'C#/G', 'Cmaj7', 'Cmaj7', 'E/F#', 'Eb/F', 'F/G', 'C#maj7', 'Cmaj7', 'E/F#', 'D#/F', 'F/C', 'C#maj7', 'Cmaj7', 'E/F#', 'D#/F', 'F/C', 'C#maj7', 'Gmaj9/A', 'A13', 'Dmaj7', 'Amaj9/B', 'B13', 'Emaj7', 'Bmaj9/C#', 'F#maj7', 'F/G', 'Cmaj9', 'F13', 'Dm7/G', 'Cmaj9', 'F13', 'Dm7/G', 'G/A', 'C/D', 'Em7', 'G/D', 'C/D', 'Em7', 'G/A', 'C/D', 'D#/G', 'C#/G', 'Cmaj7', 'Cmaj7', 'E/F#', 'D#/F', 'F/G', 'C#maj7', 'Cmaj7', 'E/F#', 'D#/F', 'F/C', 'C#maj7', 'Cmaj7', 'E/F#', 'D#/F', 'F/C', 'C#maj7', 'Gmaj9/A', 'A13', 'Dmaj7', 'Amaj9/B', 'B13', 'Emaj7', 'Bmaj9/C#', 'F#maj7', 'F/G', 'G/A', 'C/D', 'Em7', 'G/D', 'C/D', 'Em7', 'G/A', 'C/D', 'D#/G', 'C#/G', 'Cmaj7', 'Cmaj7', 'E/F#', 'D#/F', 'F/G', 'C#maj7', 'Cmaj7', 'E/F#', 'D#/F', 'F/C', 'C#maj7', 'Cmaj7', 'E/F#', 'D#/F', 'F/C', 'C#maj7', 'Gmaj9/A', 'A13', 'Dmaj7', 'Amaj9/B', 'B13', 'Emaj7', 'Bmaj9/C#', 'F#maj7', 'F/G', 'Cmaj9', 'F13', 'Dm7/G', 'Cmaj9', 'F13', 'Dm7/G', 'G/A', 'C/D', 'Em7', 'G/D', 'C/D', 'Em7', 'G/A', 'C/D', 'D#/G', 'C#/G', 'Cmaj7', 'Cmaj7', 'E/F#', 'D#/F', 'F/G', 'C#maj7', 'Cmaj7', 'E/F#', 'D#/F', 'F/C', 'C#maj7', 'Cmaj7', 'E/F#', 'D#/F', 'F/C', 'C#maj7', 'Cmaj7', 'E/F#', 'D#/F', 'F/C', 'C#maj7', 'Cmaj7', 'E/F#', 'D#/F', 'F/C', 'C#maj7', 'C', 'C', 'Cmaj9', 'F13', 'Dm7/G', 'G/A', 'C/D', 'Em7', 'G/D', 'D#/G', 'C#/G', 'Cmaj7', 'E/F#', 'D#/F', 'F/G', 'C#maj7', 'Gmaj9/A', 'A13', 'Dmaj7', 'Amaj9/B', 'B13', 'Emaj7', 'Bmaj9/C#', 'F#maj7']"
Rainbow,Stone Cold,1982,"['C', 'Em', 'C', 'G', 'C', 'Em', 'D', 'C', 'Em', 'C', 'G', 'C', 'Em', 'D', 'C', 'Em', 'C', 'G', 'C', 'Em', 'D', 'G', 'G7', 'C', 'Cm', 'G', 'G7', 'C', 'Cm', 'G', 'Em', 'Am', 'Am7b5', 'D', 'C', 'Em', 'C', 'G', 'C', 'Em', 'D', 'C', 'Em', 'C', 'G', 'C', 'Em', 'D', 'C', 'Em', 'C', 'G', 'C', 'Em', 'D', 'C', 'Em', 'C', 'G', 'C', 'Em', 'D', 'G', 'G7', 'C', 'Cm', 'G', 'G7', 'C', 'Cm', 'G', 'Em', 'Am', 'Am7b5', 'D', 'C', 'Em', 'C', 'G', 'C', 'Em', 'C', 'G', 'C', 'Cm', 'D', 'G', 'G7', 'C', 'Cm', 'G', 'Em', 'Am', 'G', 'Em', 'Am', 'Am7b5', 'C', 'Em', 'C', 'G']"
John Schneider,Dreamin',1982,"['Cmaj7', 'G6', 'Bb7', 'G6', 'Bb7', 'G6', 'Bb7', 'G6', 'Bb7', 'Em7', 'Asus2', '[object Object]', 'Em7', 'Asus2', '[object Object]', 'Em7', 'Asus2', '[object Object]', 'Em7', 'Asus2', 'G6', 'Bb7', 'G6', 'Bb7', 'G6', 'Bb7', 'G6', 'Bb7', 'Em7', 'Asus2', '[object Object]', 'Em7', 'Asus2', '[object Object]', 'Em7', 'Asus2', '[object Object]', 'Em7', 'Asus2']"
The Steve Miller Band,Abracadabra,1982,"['Am', 'Am', 'Am', 'Dm', 'E7+9', 'Am', 'Am', 'Dm', 'E7+9', 'Am', 'Am', 'Dm', 'E7+9', 'Am', 'Am', 'Dm', 'E7+9', 'E7', 'Am', 'Dm', 'E7+9', 'Am', 'Am', 'Dm', 'E7+9', 'Am', 'Am', 'Dm', 'E7+9', 'Am', 'Am', 'Dm', 'E7+9', 'Am', 'Am', 'Dm', 'E7+9', 'Am', 'Am', 'Dm', 'E7+9', 'Am', 'Am', 'Dm', 'E7+9', 'Am', 'Am', 'Dm', 'E7+9', 'Am', 'Am', 'Dm', 'E7+9', 'Am', 'Am', 'Dm', 'E7+9', 'Am', 'Am', 'Dm', 'E7+9', 'Am', 'Am', 'Dm', 'E7+9', 'Am', 'Am', 'Dm', 'E7+9', 'Am', 'Am', 'Dm', 'E7+9', 'E7+9', 'E7', 'Am', 'Dm', 'E7', 'Am', 'Am', 'Dm', 'E7', 'Am', 'Am', 'Dm', 'E7', 'Am', 'Am', 'Dm', 'E7+9', 'Am', 'Dm', 'E7+9', 'Am', 'Am', 'Dm', 'E7+9', 'Am', 'Am', 'Am', 'Am', 'Am']"
REO Speedwagon,Keep The Fire Burnin',1982,"['C', 'Am', 'Dm', 'F', 'G', 'C', 'Am', 'Dm', 'F', 'G', 'F', 'C', 'G', 'G', 'F', 'C', 'G', 'G', 'F', 'C', 'Am', 'F', 'G', 'C', 'Am', 'Dm', 'F', 'G', 'C', 'Am', 'Dm', 'F', 'G', 'F', 'C', 'G', 'G', 'F', 'C', 'G', 'G', 'F', 'C', 'Am', 'F', 'G', 'C', 'Am', 'Dm', 'F', 'G', 'C', 'Am', 'Dm', 'F', 'G', 'F', 'C', 'C', 'Am', 'Dm', 'F', 'G', 'C', 'Am', 'Dm', 'F', 'G', 'F', 'C']"
Bow Wow Wow,I Want Candy,1982,"['C', 'C', 'C', 'F', 'C', 'C', 'C', 'F', 'C', 'C', 'C', 'F', 'C', 'C', 'C', 'F', 'C', 'C', 'C', 'F', 'C', 'C', 'C', 'F', 'C', 'C', 'C', 'C', 'F', 'C', 'C', 'C', 'F', 'C', 'C', 'C', 'F', 'C', 'C', 'C', 'F', 'C', 'C', 'C', 'F', 'C', 'C', 'C', 'F', 'C', 'C', 'C', 'C', 'C', 'F', 'C', 'C', 'C', 'F', 'C', 'C', 'C', 'F', 'C', 'C', 'C', 'F', 'C', 'C', 'C', 'F', 'C', 'C', 'C', 'F', 'C', 'C', 'C', 'F', 'C', 'C', 'C', 'F', 'C', 'C']"
The Temptations Featuring Rick James,Standing On The Top-Part 1,1982,"['Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Am', 'Em', 'Am', 'C', 'Am', 'Em', 'Am', 'C', 'Am', 'Em', 'Am', 'C', 'Am', 'Em', 'Am', 'C', 'Am', 'Em', 'Am', 'C', 'Am', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Am', 'Em', 'Am', 'C', 'Am', 'Em', 'Am', 'C', 'Am', 'Em', 'Am', 'C', 'Am', 'Em', 'Am', 'C', 'Am', 'Em', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Am', 'Em', 'Am', 'C', 'Am', 'Em', 'Am', 'C', 'Am', 'Em', 'Am', 'C', 'Am', 'Em', 'Am', 'C', 'Am', 'Em', 'Am', 'C', 'Am', 'Em', 'Am', 'C', 'Am', 'Em', 'Am', 'C', 'Am']"
Le Roux,The Last Safe Place On Earth,1982,"['A', 'E', 'F#m', 'D', 'Bm', 'E4/B', 'D/C#', 'Bm/A', 'E7', 'AM7', 'A', 'E', 'F#m', 'D', 'A', 'Bm', 'D', 'E', 'F#m', 'D', 'E4/B', 'A', 'A', 'E', 'F#m', 'D', 'A', 'Bm', 'D', 'E', 'F#m', 'D', 'E4/B', 'A', 'A', 'E', 'F#m', 'D', 'A', 'Bm', 'D', 'E', 'F#m', 'D', 'E4/B', 'E', 'D', 'F#m', 'D', 'D/C#', 'Bm', 'D', 'E', 'F#m', 'Bm', 'Bm/A', 'E7', 'E', 'D', 'E', 'A', 'A', 'E', 'F#m', 'D', 'D/C#', 'Bm', 'D', 'E', 'F#m', 'D', 'E', 'D', 'F#m', 'D', 'D/C#', 'Bm', 'D', 'E', 'F#m', 'Bm', 'Bm/A', 'E7', 'E', 'D', 'E', 'A', 'F#m', 'A', 'D', 'A', 'AM7', 'E', 'F#m', 'A', 'D', 'A', 'AM7', 'E', 'F#m', 'A', 'D', 'A', 'AM7', 'E', 'F#m', 'A', 'D', 'A', 'AM7', 'A']"
The Manhattan Transfer,Route 66,1982,"['A', 'D', 'A', 'D', 'A', 'E7', 'D', 'A', 'A', 'D', 'A', 'D', 'A', 'E7', 'A', 'E7', 'D', 'A', 'D', 'A', 'E7', 'A', 'D', 'A', 'D', 'A', 'E7', 'D', 'A', 'E7', 'D', 'A', 'D', 'A', 'E7', 'A', 'D', 'A', 'D', 'A', 'E7', 'D', 'A', 'E7', 'D', 'A']"
Genesis,Paperlate,1982,"['D', 'Cadd9', 'G', 'Dsus2', 'D', 'D', 'C', 'G', 'Dsus2', 'D', 'D', 'Cadd9', 'G', 'Dsus2', 'D', 'Bm7', 'G6', 'Am7', 'Cadd9', 'D', 'D', 'Cadd9', 'G', 'D', 'D', 'Cadd9', 'G', 'D', 'D', 'C', 'G', 'D', 'Bm', 'G6', 'Am7', 'Cadd9', 'D', 'D/F', 'D', 'Em7', 'D/F#', 'G', 'D/F', 'D', 'Em7', 'D/F#', 'G', 'D/F', 'D', 'Em7', 'D/F#', 'G', 'Am7', 'D/F', 'D', 'Em7', 'D/F#', 'G', 'D/F', 'D', 'Em7', 'D/F#', 'G', 'D/F', 'D', 'Em7', 'D/F#', 'G', 'Am7', 'D', 'Cadd9', 'G', 'Dsus2', 'D', 'D', 'Cadd9', 'G', 'Dsus2', 'D', 'D', 'Cadd9', 'G', 'Dsus2', 'D', 'Bm7', 'G6', 'Am7', 'Cadd9', 'D', 'D', 'Cadd9', 'G', 'D', 'D', 'Cadd9', 'G', 'D', 'D', 'C', 'G', 'D', 'Bm', 'G6', 'Am7', 'Cadd9', 'D', 'D/F', 'D', 'Em7', 'D/F#', 'G', 'D/F', 'D', 'Em7', 'D/F#', 'G', 'D/F', 'D', 'Em7', 'D/F#', 'G', 'Am7', 'D/F', 'D', 'Em7', 'D/F#', 'G', 'D/F', 'D', 'Em7', 'D/F#', 'G', 'D/F', 'D', 'Em7', 'D/F#', 'G', 'Am7', 'Asus2', 'Fmaj7/A', 'F/D', 'Asus2', 'Am7', 'Fmaj7/A', 'F/D', 'Asus2', 'Am7', 'Fmaj7/A', 'F/D', 'A#maj7/A', 'Am7', 'A#/A', 'Fmaj7/A', 'G/A', 'D', 'Cadd9', 'G', 'Dsus2', 'D', 'D', 'C', 'G', 'Dsus2', 'D', 'D', 'Cadd9', 'G', 'Dsus2', 'D', 'Bm7', 'G6', 'Am7', 'Cadd9', 'D', 'D', 'Cadd9', 'G', 'Dsus2', 'D', 'D', 'C', 'G', 'Dsus2', 'D', 'D', 'Cadd9', 'G', 'Dsus2', 'D', 'Bm7', 'G6', 'Am7', 'Cadd9', 'D', 'D', 'Cadd9', 'G', 'D', 'D', 'Cadd9', 'G', 'D', 'D', 'Cadd9', 'G', 'D', 'Bm', 'G6', 'Am7', 'Cadd9', 'D', 'D', 'Cadd9', 'G', 'D', 'D', 'Cadd9', 'G', 'D', 'D', 'Cadd9', 'G', 'D', 'Bm', 'G6', 'Am7', 'Cadd9', 'D']"
Olivia Newton-John,Landslide,1982,"['C', 'G', 'Am', 'G', 'C', 'G', 'Am', 'G', 'C', 'G', 'Am', 'G', 'C', 'G', 'Am', 'G', 'C', 'G', 'Am', 'G', 'C', 'G', 'Am', 'G', 'C', 'G', 'Am', 'G', 'C', 'G', 'Am', 'G', 'C', 'G', 'Am', 'G', 'C', 'Am', 'G', 'C', 'G', 'Am', 'D7', 'G', 'D7', 'Em', 'C', 'G', 'Am', 'D7', 'G', 'D7', 'Em', 'C', 'G', 'Am', 'G', 'C', 'G', 'Am', 'G', 'C', 'G', 'Am', 'G', 'C', 'G', 'Am', 'G', 'C', 'G', 'Am', 'G', 'C', 'G', 'Am', 'G', 'C', 'G', 'Am', 'G', 'C', 'G', 'Am', 'C', 'D', 'G', 'A', 'Am', 'Bm', 'D7', 'E7', 'Em', 'F#m']"
The Oak Ridge Boys,So Fine,1982,"['D', 'E', 'G', 'G', 'Bm', 'C', 'G', 'Bm', 'C', 'G', 'Bm', 'C', 'G', 'Bm', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'G', 'Bm', 'C', 'G', 'Bm', 'C', 'G', 'Bm', 'C', 'G', 'Bm', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'D', 'E', 'G', 'D', 'D', 'E', 'G', 'D', 'D', 'E', 'G', 'D', 'D', 'E', 'G', 'G', 'Bm', 'C', 'G', 'G', 'Bm', 'C', 'G', 'Bm', 'C', 'G', 'Bm', 'C', 'G', 'Bm', 'C', 'G']"
Dr. Hook,Loveline,1982,"['Am', 'F', 'C', 'Em', 'Am', 'F', 'G', 'Dm', 'F', 'G', 'Em', 'Am', 'Em', 'C', 'Em', 'Am', 'F', 'C', 'Em', 'Am', 'F', 'Am', 'F', 'C', 'Em', 'Am', 'F', 'G', 'Dm', 'F', 'G', 'Em', 'Am', 'Em', 'C', 'Em', 'Am', 'F', 'C', 'Em', 'Am', 'F', 'C', 'Em', 'Am', 'F', 'C', 'Em', 'Am', 'F', 'C', 'F', 'C', 'Dm', 'F', 'Dm', 'F', 'Dm', 'F', 'G', 'Em', 'Am', 'Em', 'C', 'Em', 'Am', 'F', 'C', 'Em', 'Am', 'F', 'C', 'Em', 'Am', 'F', 'C', 'Em', 'Am', 'F']"
Donnie Iris,My Girl,1982,"['C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'Dm', 'F', 'G', 'C', 'Dm', 'F', 'G', 'C', 'F', 'G7', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'Dm', 'F', 'G', 'C', 'Dm', 'F', 'G', 'C', 'F', 'G7', 'C', 'C', 'C', 'C', 'C', 'F', 'C', 'F', 'Dm', 'G', 'Em', 'A', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'Em', 'G', 'A', 'D', 'Em', 'G', 'A', 'D', 'G', 'A7']"
